BookId,Book_Title,Author,Main Genre,Sub Genre,Type,Price,Rating,No. of People rated,Sales,URLs
B68,Ö?ÊÖ??Ö?úÖ?çÖ?¶Ö??Ö?®Ö??Ö?®Ö?˝Ö?ç Ö??Ö?¯Ö??Ö??Ö?çÖ?? Ö??Ö??Ö??Ö?çÖ??Ö?úÖ?˝Ö?ç (Tamil Edition),Ö??Ö??Ö?Å  Ö??Ö??Ö??Ö?ç ,Romance,Clean & Wholesome,Kindle Edition,449.00,3.5,2,898,https://www.amazon.in/%E0%AE%B5%E0%AF%86%E0%AE%A3%E0%AF%8D%E0%AE%AA%E0%AE%A9%E0%AE%BF%E0%AE%AF%E0%AE%BF%E0%AE%B2%E0%AF%8D-%E0%AE%95%E0%AE%B0%E0%AF%88%E0%AE%A8%E0%AF%8D%E0%AE%A4-%E0%AE%A4%E0%AF%80%E0%AE%A8%E0%AF%8D%E0%AE%A4%E0%AE%A3%E0%AE%B2%E0%AF%8D-Tamil-%E0%AE%9C%E0%AF%86%E0%AE%AF%E0%AF%8D-ebook/dp/B0CVNSB9DK/ref=zg_bs_g_89265408031_d_sccl_1/000-0000000-0000000?psc=1
B69,Ö?ÊÖ?®Ö??Ö?® Ö??Ö??Ö??Ö?ÅÖ??Ö?ç Ö?ÊÖ?®Ö??Ö?®Ö??Ö??Ö?ç : VIZHI THEDUM VITHIKAL (Tamil Edition),LATHA B,Romance,Action & Adventure,Kindle Edition,299.00,4,20,5980,https://www.amazon.in/%E0%AE%B5%E0%AE%BF%E0%AE%B4%E0%AE%BF-%E0%AE%A4%E0%AF%87%E0%AE%9F%E0%AF%81%E0%AE%AE%E0%AF%8D-%E0%AE%B5%E0%AE%BF%E0%AE%A4%E0%AE%BF%E0%AE%95%E0%AE%B3%E0%AF%8D-THEDUM-VITHIKAL-ebook/dp/B0CSXD2Y7S/ref=zg_bs_g_86208349031_d_sccl_9/000-0000000-0000000?psc=1
B70,Ö?ÊÖ?®Ö??Ö?®Ö??Ö??Ö?®Ö?˝Ö?ç Ö??Ö?¯Ö?ÅÖ??Ö?çÖ?¶Ö?®Ö?? Ö??Ö??Ö??Ö??..! (Tamil Edition),Ö?¶Ö??Ö?çÖ??Ö?®Ö??Ö?® Ö??Ö??Ö?¯Ö??Ö??Ö?úÖ??Ö?ç  Padmini Narayanan,Romance,Contemporary,Kindle Edition,451.00,4.2,28,12628,https://www.amazon.in/%E0%AE%B5%E0%AE%BF%E0%AE%B4%E0%AE%BF%E0%AE%A4%E0%AE%A9%E0%AE%BF%E0%AE%B2%E0%AF%8D-%E0%AE%85%E0%AE%B0%E0%AF%81%E0%AE%AE%E0%AF%8D%E0%AE%AA%E0%AE%BF%E0%AE%AF-%E0%AE%AA%E0%AE%A4%E0%AF%8D%E0%AE%AE%E0%AE%BF%E0%AE%A9%E0%AE%BF-%E0%AE%A8%E0%AE%BE%E0%AE%B0%E0%AE%BE%E0%AE%AF%E0%AE%A3%E0%AE%A9%E0%AF%8D-Narayanan-ebook/dp/B0CV5KKKYR/ref=zg_bs_g_2590357031_d_sccl_5/000-0000000-0000000?psc=1
B71,Ö?ÊÖ?®Ö?˝Ö??Ö??Ö??Ö?? Ö?¶Ö??Ö?®Ö??Ö?çÖ??Ö?ÅÖ??Ö?®Ö??Ö??! Ö??Ö?¶Ö?çÖ?¶Ö??Ö?®Ö??Ö?çÖ??Ö?Å Ö?¶Ö??Ö?˝Ö?ÊÖ??Ö?ç (Tamil Edition),SANAGEETH NOVELS,Romance,Clean & Wholesome,Kindle Edition,400.00,4.4,232,92800,https://www.amazon.in/%E0%AE%B5%E0%AE%BF%E0%AE%B2%E0%AE%95%E0%AE%BE%E0%AE%A4%E0%AF%87-%E0%AE%AA%E0%AE%A9%E0%AE%BF%E0%AE%A4%E0%AF%8D%E0%AE%A4%E0%AF%81%E0%AE%B3%E0%AE%BF%E0%AE%AF%E0%AF%87-%E0%AE%87%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AE%9F%E0%AE%BF%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AF%81-%E0%AE%AA%E0%AE%95%E0%AE%B2%E0%AE%B5%E0%AE%A9%E0%AF%8D-Tamil-ebook/dp/B0CQGV922L/ref=zg_bs_g_89265408031_d_sccl_11/000-0000000-0000000?psc=1
B72,Ö?ÊÖ?úÖ?çÖ?úÖ??Ö??Ö??Ö?ç Ö?¶Ö??Ö??Ö?çÖ??Ö?ÅÖ??Ö?? Ö??Ö??Ö?çÖ??Ö?ÅÖ??Ö?çÖ??Ö??!: Full story (Tamil Edition),Ö??Ö??Ö?? Ö?ÊÖ??Ö?úÖ?® Megavani,Romance,Romantic Comedy,Kindle Edition,149.00,4.3,132,19668,https://www.amazon.in/%E0%AE%B5%E0%AE%A3%E0%AF%8D%E0%AE%A3%E0%AE%AE%E0%AE%BE%E0%AE%AF%E0%AF%8D-%E0%AE%AA%E0%AF%8A%E0%AE%99%E0%AF%8D%E0%AE%95%E0%AF%81%E0%AE%A4%E0%AF%87-%E0%AE%8E%E0%AE%A9%E0%AF%8D%E0%AE%A9%E0%AF%81%E0%AE%B3%E0%AF%8D%E0%AE%B3%E0%AF%87-story-Tamil-ebook/dp/B0CP7668TN/ref=zg_bs_g_86208348031_d_sccl_29/000-0000000-0000000?psc=1
B73,Ö?ÊÖ?¯Ö??Ö??Ö??Ö?ç... Ö??Ö??Ö??Ö??Ö??Ö?ç... (Tamil Edition),Ö?¯Ö??Ö??Ö?ÊÖ?®,Romance,Contemporary,Kindle Edition,300.00,4.5,157,47100,https://www.amazon.in/%E0%AE%B5%E0%AE%B0%E0%AE%AE%E0%AE%BE%E0%AE%AF%E0%AF%8D-%E0%AE%87%E0%AE%A4%E0%AE%AE%E0%AE%BE%E0%AE%AF%E0%AF%8D-Tamil-%E0%AE%B0%E0%AE%BE%E0%AE%95%E0%AE%B5%E0%AE%BF-ebook/dp/B0CTYK4VGB/ref=zg_bs_g_2590357031_d_sccl_16/000-0000000-0000000?psc=1
B74,Ö?ÊÖ??Ö??Ö?ÊÖ?®Ö?˝Ö?ç Ö??Ö??Ö?®Ö??Ö??Ö??! (Vaanavil Nadhiyaaga!) (Tamil Edition),PREMALATHA BALASUBRAMANIAM,Romance,Clean & Wholesome,Kindle Edition,399.00,4.5,47,18753,https://www.amazon.in/%E0%AE%B5%E0%AE%BE%E0%AE%A9%E0%AE%B5%E0%AE%BF%E0%AE%B2%E0%AF%8D-%E0%AE%A8%E0%AE%A4%E0%AE%BF%E0%AE%AF%E0%AE%BE%E0%AE%95-Vaanavil-Nadhiyaaga-Tamil-ebook/dp/B0CST6W1PZ/ref=zg_bs_g_89265408031_d_sccl_12/000-0000000-0000000?psc=1
B75,Ö?ÊÖ??Ö??Ö?®Ö?? Ö??Ö?˝Ö?¯Ö?ç Ö??Ö??Ö?úÖ?çÖ??Ö?ÅÖ??Ö?ç Ö??Ö?˝Ö?¯Ö?ÅÖ??Ö?? (Tamil Edition),Nivi Ammu,Romance,Clean & Wholesome,Kindle Edition,101.00,4.6,25,2525,https://www.amazon.in/%E0%AE%B5%E0%AE%BE%E0%AE%9F%E0%AE%BF%E0%AE%AF-%E0%AE%AE%E0%AE%B2%E0%AE%B0%E0%AF%8D-%E0%AE%AE%E0%AF%80%E0%AE%A3%E0%AF%8D%E0%AE%9F%E0%AF%81%E0%AE%AE%E0%AF%8D-%E0%AE%AE%E0%AE%B2%E0%AE%B0%E0%AF%81%E0%AE%A4%E0%AF%87-Tamil-ebook/dp/B0CRL38W13/ref=zg_bs_g_89265408031_d_sccl_22/000-0000000-0000000?psc=1
B76,Ö?ÊÖ?˝Ö?çÖ?˝Ö?®Ö??Ö??Ö?ç Ö??Ö?®Ö??Ö?ÅÖ??Ö?ç Ö??Ö??Ö??Ö?çÖ??Ö?¯Ö?çÖ?ÊÖ??Ö??..!! Vallinam migum kaantharvane..!!: After marriage love story (Tamil Edition),Sri vinitha Ö??Ö?çÖ?¯Ö?? Ö?ÊÖ?®Ö??Ö?®Ö??Ö??,Romance,Contemporary,Kindle Edition,360.00,4.2,126,45360,https://www.amazon.in/%E0%AE%B5%E0%AE%B2%E0%AF%8D%E0%AE%B2%E0%AE%BF%E0%AE%A9%E0%AE%AE%E0%AF%8D-%E0%AE%AE%E0%AE%BF%E0%AE%95%E0%AF%81%E0%AE%AE%E0%AF%8D-%E0%AE%95%E0%AE%BE%E0%AE%A8%E0%AF%8D%E0%AE%A4%E0%AE%B0%E0%AF%8D%E0%AE%B5%E0%AE%A9%E0%AF%87-Vallinam-kaantharvane-ebook/dp/B0CTFKB3TJ/ref=zg_bs_g_2590357031_d_sccl_16/000-0000000-0000000?psc=1
B77,Ö?ÊÖ??Ö??Ö?çÖ??Ö??Ö?çÖ??Ö?®Ö?˝Ö?ç Ö??Ö?¯Ö?ç Ö??Ö??Ö??Ö?ç...! Ö?¶Ö??Ö?ÅÖ??Ö?® - 1 (Tamil Edition),Ö??Ö??Ö?ç Ö??Ö??Ö??Ö?ç Man Mathan,Romance,Contemporary,Kindle Edition,331.00,3.9,10,3310,https://www.amazon.in/%E0%AE%B5%E0%AE%9A%E0%AE%A8%E0%AF%8D%E0%AE%A4%E0%AE%A4%E0%AF%8D%E0%AE%A4%E0%AE%BF%E0%AE%B2%E0%AF%8D-%E0%AE%93%E0%AE%B0%E0%AF%8D-%E0%AE%A8%E0%AE%BE%E0%AE%B3%E0%AF%8D-%E0%AE%AA%E0%AE%95%E0%AF%81%E0%AE%A4%E0%AE%BF-Tamil-ebook/dp/B0CVNH8PKN/ref=zg_bs_g_2590357031_d_sccl_8/000-0000000-0000000?psc=1
B78,Ö??Ö??Ö?ÅÖ?¯Ö??Ö?®Ö??Ö?ç Ö??Ö??Ö??Ö?˝Ö?ç (Tamil Edition),Ebin Rider,"Arts, Film & Photography",Theater & Ballet,Kindle Edition,400.00,5,1,400,https://www.amazon.in/%E0%AE%85%E0%AE%9A%E0%AF%81%E0%AE%B0%E0%AE%A9%E0%AE%BF%E0%AE%A9%E0%AF%8D-%E0%AE%95%E0%AE%BE%E0%AE%A4%E0%AE%B2%E0%AF%8D-Tamil-Ebin-Rider-ebook/dp/B0CTFRN16B/ref=zg_bs_g_1318063031_d_sccl_21/000-0000000-0000000?psc=1
B79,Ö??Ö??Ö??Ö??Ö?çÖ??Ö?®Ö??Ö?ç Ö??Ö??Ö??Ö?˝Ö??Ö?çÖ?ÒÖ?? Ö??Ö??...!!!: Idhayaththi Thedalanro Nee..!!! (Tamil Edition),Ö??Ö??Ö?çÖ??Ö??Ö?˙Ö?ç  Ö??Ö?ÅÖ?úÖ?? (Santhosh Guna),Romance,Contemporary,Kindle Edition,300.00,4.2,51,15300,https://www.amazon.in/%E0%AE%87%E0%AE%A4%E0%AE%AF%E0%AE%A4%E0%AF%8D%E0%AE%A4%E0%AE%BF%E0%AE%A9%E0%AF%8D-%E0%AE%A4%E0%AF%87%E0%AE%9F%E0%AE%B2%E0%AE%A9%E0%AF%8D%E0%AE%B1%E0%AF%8B-%E0%AE%A8%E0%AF%80-Idhayaththi-Thedalanro-ebook/dp/B0CVFV8DFS/ref=zg_bs_g_2590357031_d_sccl_6/000-0000000-0000000?psc=1
B80,Ö??Ö??Ö??Ö??Ö?çÖ??Ö?®Ö?˝Ö?ç Ö??Ö?ÒÖ??Ö??Ö?çÖ??Ö?ÊÖ??Ö?ç Ö??Ö??Ö??Ö??Ö?® (Tamil Edition),Vishwa Poomi,Romance,Contemporary,Kindle Edition,399.00,4.3,32,12768,https://www.amazon.in/%E0%AE%87%E0%AE%A4%E0%AE%AF%E0%AE%A4%E0%AF%8D%E0%AE%A4%E0%AE%BF%E0%AE%B2%E0%AF%8D-%E0%AE%89%E0%AE%B1%E0%AF%88%E0%AE%A8%E0%AF%8D%E0%AE%A4%E0%AE%B5%E0%AE%B3%E0%AF%8D-%E0%AE%A8%E0%AF%80%E0%AE%AF%E0%AE%9F%E0%AE%BF-Tamil-Vishwa-ebook/dp/B0CVN99ZTN/ref=zg_bs_g_2590357031_d_sccl_2/000-0000000-0000000?psc=1
B81,Ö??Ö??Ö?çÖ??Ö?ÅÖ??Ö?çÖ??Ö?? Ö??Ö??Ö??Ö?˝Ö??: Kasgutta kathalaye (Tamil Edition),suja chandran,Romance,Contemporary,Kindle Edition,299.00,4.6,25,7475,https://www.amazon.in/%E0%AE%95%E0%AE%B8%E0%AF%8D%E0%AE%95%E0%AF%81%E0%AE%9F%E0%AF%8D%E0%AE%9F%E0%AE%BE-%E0%AE%95%E0%AE%BE%E0%AE%A4%E0%AE%B2%E0%AF%87-Kasgutta-kathalaye-Tamil-ebook/dp/B0CVR1LWZG/ref=zg_bs_g_2590357031_d_sccl_1/000-0000000-0000000?psc=1
B82,Ö??Ö??Ö??Ö?˝Ö?? Ö?¶Ö?®Ö?¯Ö??Ö??Ö??Ö??Ö??Ö?ç! (Tamil Edition),Ö?¶Ö??Ö?˝Ö??Ö??Ö?ç  Ö??Ö??Ö?ÊÖ?˝Ö?ç ,Romance,Contemporary,Kindle Edition,350.00,3.9,22,7700,https://www.amazon.in/%E0%AE%95%E0%AE%BE%E0%AE%A4%E0%AE%B2%E0%AF%87-%E0%AE%AA%E0%AE%BF%E0%AE%B0%E0%AE%B3%E0%AE%AF%E0%AE%AE%E0%AE%BE%E0%AE%AF%E0%AF%8D-Tamil-%E0%AE%AA%E0%AE%BE%E0%AE%B2%E0%AE%BE%E0%AE%B8%E0%AF%8D-%E0%AE%A8%E0%AE%BE%E0%AE%B5%E0%AE%B2%E0%AF%8D-ebook/dp/B0CTXB9S14/ref=zg_bs_g_2590357031_d_sccl_18/000-0000000-0000000?psc=1
B83,Ö??Ö??Ö?çÖ??Ö??Ö?ç Ö??Ö?¶Ö??Ö??Ö?ç Ö??Ö??Ö??Ö??Ö?ç - 1 Ö??Ö??Ö?ç Ö?¶Ö??Ö??Ö??Ö?ç : Kallam kabadam kamam - Part 1 Written By Naveena Vathsayana | Thirumbudi | KVK | KKK (Tamil Edition),En Vee - Author NV,Romance,Fantasy,Kindle Edition,120.00,3.3,17,2040,https://www.amazon.in/%E0%AE%95%E0%AE%B3%E0%AF%8D%E0%AE%B3%E0%AE%AE%E0%AF%8D-%E0%AE%95%E0%AE%AA%E0%AE%9F%E0%AE%AE%E0%AF%8D-%E0%AE%95%E0%AE%BE%E0%AE%AE%E0%AE%AE%E0%AF%8D-Vathsayana-Thirumbudi-ebook/dp/B0CNP5G24T/ref=zg_bs_g_2590358031_d_sccl_18/000-0000000-0000000?psc=1
B84,Ö??Ö??Ö??Ö??Ö?˝Ö?ç Ö??Ö??Ö??Ö?˝Ö?ç (Tamil Edition),Ö??Ö??Ö?ÊÖ??Ö?çÖ?? Ö??Ö?®Ö??Ö?çÖ??Ö??Ö?¯Ö?®,Romance,Later in Life,Kindle Edition,299.00,3.5,11,3289,https://www.amazon.in/%E0%AE%95%E0%AE%9C%E0%AE%95%E0%AF%8B%E0%AE%B2%E0%AF%8D-%E0%AE%95%E0%AE%BE%E0%AE%A4%E0%AE%B2%E0%AF%8D-Tamil-%E0%AE%9A%E0%AF%86%E0%AE%B5%E0%AE%A4%E0%AF%8D%E0%AE%A4-%E0%AE%9A%E0%AE%BF%E0%AE%99%E0%AF%8D%E0%AE%95%E0%AE%BE%E0%AE%B0%E0%AE%BF-ebook/dp/B0CLNJNYQK/ref=zg_bs_g_89265414031_d_sccl_16/000-0000000-0000000?psc=1
B85,Ö??Ö?úÖ?çÖ??Ö?? Ö??Ö??Ö??Ö?çÖ??Ö??Ö?˝Ö?ç Ö??Ö??Ö??Ö?®Ö?¶Ö?çÖ?¶Ö??Ö??Ö?? (Tamil Edition),Anitha Kumar,Romance,Love Triangle,Kindle Edition,699.00,0,0,0,https://www.amazon.in/%E0%AE%89%E0%AE%A3%E0%AF%8D%E0%AE%AE%E0%AF%88-%E0%AE%9A%E0%AF%8A%E0%AE%A9%E0%AF%8D%E0%AE%A9%E0%AE%BE%E0%AE%B2%E0%AF%8D-%E0%AE%A8%E0%AF%87%E0%AE%9A%E0%AE%BF%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AE%BE%E0%AE%AF%E0%AE%BE-Tamil-Anitha-ebook/dp/B0CV48SD8H/ref=zg_bs_g_92041943031_d_sccl_1/000-0000000-0000000?psc=1
B86,Ö??Ö?úÖ?çÖ??Ö??Ö??Ö?ç Ö??Ö??Ö??Ö?çÖ??Ö??Ö?˝Ö?ç Ö??Ö??Ö??Ö?®Ö?¶Ö?çÖ?¶Ö??Ö??Ö???? (Ö??Ö?ÅÖ??Ö?Å Ö??Ö??Ö??Ö?ÅÖ?¶Ö?çÖ?¶Ö?Å) (Tamil Edition),Ö??Ö??Ö?˙Ö?ç Ö??Ö??Ö?¯Ö?çÖ??Ö?ÅÖ??Ö?®Ö?˝Ö?ç  Yash karmugil ,Romance,Action & Adventure,Kindle Edition,500.00,4.3,25,12500,https://www.amazon.in/%E0%AE%89%E0%AE%A3%E0%AF%8D%E0%AE%AE%E0%AF%88%E0%AE%9A%E0%AF%8D-%E0%AE%9A%E0%AF%8A%E0%AE%A9%E0%AF%8D%E0%AE%A9%E0%AE%BE%E0%AE%B2%E0%AF%8D-%E0%AE%A8%E0%AF%87%E0%AE%9A%E0%AE%BF%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AE%BE%E0%AE%AF%E0%AE%BE-%E0%AE%A4%E0%AF%8A%E0%AE%95%E0%AF%81%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AF%81-Tamil-ebook/dp/B0CR86ZPSP/ref=zg_bs_g_86208349031_d_sccl_8/000-0000000-0000000?psc=1
B87,Ö??Ö??Ö?ç Ö??Ö??Ö?¯Ö?®Ö??Ö?? Ö??Ö??Ö??Ö??Ö?? : Un Thoorikai Naanaaga (Tamil Edition),Ö??Ö??Ö?çÖ?ÊÖ?®Ö??Ö?? Ö?¶Ö??Ö??Ö?çÖ??Ö?Å (Aadvika Pommu),Romance,Contemporary,Kindle Edition,250.00,4.6,300,75000,https://www.amazon.in/%E0%AE%89%E0%AE%A9%E0%AF%8D-%E0%AE%A4%E0%AF%82%E0%AE%B0%E0%AE%BF%E0%AE%95%E0%AF%88-%E0%AE%A8%E0%AE%BE%E0%AE%A9%E0%AE%BE%E0%AE%95-Thoorikai-Naanaaga-ebook/dp/B0CSXJXWZF/ref=zg_bs_g_2590357031_d_sccl_17/000-0000000-0000000?psc=1
B88,Ö??Ö??Ö?çÖ??Ö??Ö?çÖ??Ö??Ö?ç Ö??Ö??Ö?ÅÖ??Ö??Ö?®(Ö??Ö??) Ö??Ö??Ö??Ö??! (Tamil Edition),Thanimai Kadhali Novels,Romance,Alpha Male,Kindle Edition,400.00,4.4,45,18000,https://www.amazon.in/%E0%AE%89%E0%AE%A9%E0%AF%8D%E0%AE%AE%E0%AE%A4%E0%AF%8D%E0%AE%A4%E0%AE%AE%E0%AF%8D-%E0%AE%86%E0%AE%95%E0%AF%81%E0%AE%A4%E0%AE%9F%E0%AE%BF-%E0%AE%9F%E0%AE%BE-%E0%AE%85%E0%AE%B4%E0%AE%95%E0%AF%87-Tamil-ebook/dp/B0CRPHRX52/ref=zg_bs_g_92041942031_d_sccl_1/000-0000000-0000000?psc=1
B89,Ö??Ö??Ö?çÖ??Ö??Ö?ç Ö??Ö??Ö?úÖ?çÖ??Ö??Ö?Å Ö??Ö?¯Ö?ç Ö??Ö??Ö??Ö?çÖ??Ö??Ö?ç (Tamil Edition),Ruthi Venkat,Romance,Contemporary,Kindle Edition,441.00,5,3,1323,https://www.amazon.in/%E0%AE%89%E0%AE%B3%E0%AF%8D%E0%AE%B3%E0%AE%AE%E0%AF%8D-%E0%AE%95%E0%AF%8A%E0%AE%A3%E0%AF%8D%E0%AE%9F%E0%AE%A4%E0%AF%81-%E0%AE%93%E0%AE%B0%E0%AF%8D-%E0%AE%AE%E0%AE%AF%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AE%AE%E0%AF%8D-Tamil-ebook/dp/B0CVLKRKLF/ref=zg_bs_g_2590357031_d_sccl_4/000-0000000-0000000?psc=1
B90,Ö?¶Ö??Ö??Ö?çÖ??Ö??Ö??Ö?çÖ?? Ö??Ö??Ö??Ö?˝Ö?çÖ??Ö??Ö?¯Ö??! : (Ö??Ö??Ö??Ö?˝Ö?ç Ö??Ö??Ö?ÊÖ?¯Ö??Ö?®) Ö?ÊÖ?®Ö?˙Ö?çÖ?úÖ?ÅÖ?¶Ö?çÖ?¯Ö?®Ö??Ö?? (Tamil Edition),(Ö??Ö??Ö??Ö?˝Ö?ç Ö??Ö??Ö?ÊÖ?¯Ö??Ö?®)  Ö?ÊÖ?®Ö?˙Ö?çÖ?úÖ?ÅÖ?¶Ö?çÖ?¯Ö?®Ö??Ö?? ,Romance,Action & Adventure,Kindle Edition,350.00,4.1,39,13650,https://www.amazon.in/%E0%AE%AA%E0%AF%82%E0%AE%A8%E0%AF%8D%E0%AE%A4%E0%AF%8B%E0%AE%9F%E0%AF%8D%E0%AE%9F-%E0%AE%95%E0%AE%BE%E0%AE%A4%E0%AE%B2%E0%AF%8D%E0%AE%95%E0%AE%BE%E0%AE%B0%E0%AE%BE-%E0%AE%95%E0%AE%BE%E0%AE%A4%E0%AE%B2%E0%AF%8D-%E0%AE%87%E0%AE%B3%E0%AE%B5%E0%AE%B0%E0%AE%9A%E0%AE%BF-%E0%AE%B5%E0%AE%BF%E0%AE%B7%E0%AF%8D%E0%AE%A3%E0%AF%81%E0%AE%AA%E0%AF%8D%E0%AE%B0%E0%AE%BF%E0%AE%AF%E0%AE%BE-ebook/dp/B0CR9FQ49Y/ref=zg_bs_g_86208349031_d_sccl_25/000-0000000-0000000?psc=1
B91,Ö?¶Ö??Ö??Ö?çÖ??Ö??Ö??Ö?çÖ?ÒÖ?˝Ö??Ö??Ö?ç Ö??Ö??Ö?ç Ö??Ö??Ö??Ö??Ö?ç: Poonthendralai un nesam (Tamil Edition),Renuga Muthukumar,Romance,Clean & Wholesome,Kindle Edition,200.00,5,5,1000,https://www.amazon.in/%E0%AE%AA%E0%AF%82%E0%AE%A8%E0%AF%8D%E0%AE%A4%E0%AF%86%E0%AE%A9%E0%AF%8D%E0%AE%B1%E0%AE%B2%E0%AE%BE%E0%AE%AF%E0%AF%8D-%E0%AE%89%E0%AE%A9%E0%AF%8D-%E0%AE%A8%E0%AF%87%E0%AE%9A%E0%AE%AE%E0%AF%8D-Poonthendralai-nesam-ebook/dp/B0CVQS8V18/ref=zg_bs_g_89265408031_d_sccl_3/000-0000000-0000000?psc=1
B92,Ö?¶Ö??Ö??Ö?ç Ö??Ö??Ö??Ö?ç Ö?ÊÖ??Ö?çÖ??Ö??Ö??Ö?ç: Pon Magal Vandhal (Tamil Edition),Ö??Ö?çÖ?¯Ö??Ö?˝Ö??Ö?çÖ?˙Ö?çÖ??Ö?® Srilakshmi,Romance,Fantasy,Kindle Edition,360.00,4.1,61,21960,https://www.amazon.in/%E0%AE%AA%E0%AF%8A%E0%AE%A9%E0%AF%8D-%E0%AE%AE%E0%AE%95%E0%AE%B3%E0%AF%8D-%E0%AE%B5%E0%AE%A8%E0%AF%8D%E0%AE%A4%E0%AE%BE%E0%AE%B3%E0%AF%8D-Magal-Vandhal-ebook/dp/B0CT5Y8WK2/ref=zg_bs_g_2590358031_d_sccl_13/000-0000000-0000000?psc=1
B93,Ö?¶Ö?®Ö?¯Ö?®Ö??Ö??Ö??Ö?®Ö??Ö??! Ö??Ö??Ö?? Ö?¶Ö?®Ö?¯Ö?®Ö??Ö??Ö??Ö?®Ö?¯Ö?Å Ö??Ö??Ö?®Ö??Ö??! (Tamil Edition),SANAGEETH  NOVELS,Romance,Clean & Wholesome,Kindle Edition,400.00,4.4,202,80800,https://www.amazon.in/%E0%AE%AA%E0%AE%BF%E0%AE%B0%E0%AE%BF%E0%AE%AF%E0%AE%9A%E0%AE%95%E0%AE%BF%E0%AE%AF%E0%AF%87-%E0%AE%8E%E0%AE%A9%E0%AF%88-%E0%AE%AA%E0%AE%BF%E0%AE%B0%E0%AE%BF%E0%AE%AF%E0%AE%BE%E0%AE%A4%E0%AE%BF%E0%AE%B0%E0%AF%81-%E0%AE%9A%E0%AE%95%E0%AE%BF%E0%AE%AF%E0%AF%87-Tamil-ebook/dp/B0CTFQHCK4/ref=zg_bs_g_89265408031_d_sccl_2/000-0000000-0000000?psc=1
B94,Ö?¶Ö??Ö?® Ö?ÊÖ?®Ö??Ö?ÅÖ??Ö?ç Ö??Ö?˝Ö?¯Ö?ç Ö?ÊÖ??Ö??Ö?ç (Tamil Edition),Ö??Ö??Ö?¯Ö?çÖ??Ö?çÖ??Ö?®Ö??Ö?ç  Ö??Ö??Ö?ç ,Romance,New Adult & College,Kindle Edition,120.00,5,1,120,https://www.amazon.in/%E0%AE%AA%E0%AE%A9%E0%AE%BF-%E0%AE%B5%E0%AE%BF%E0%AE%B4%E0%AF%81%E0%AE%AE%E0%AF%8D-%E0%AE%AE%E0%AE%B2%E0%AE%B0%E0%AF%8D-%E0%AE%B5%E0%AE%A9%E0%AE%AE%E0%AF%8D-Tamil-ebook/dp/B0CR4CN7Z1/ref=zg_bs_g_92041934031_d_sccl_26/000-0000000-0000000?psc=1
B95,Ö??Ö??Ö??Ö?®Ö??Ö?ç Ö??Ö??Ö?çÖ?? Ö??Ö?ÅÖ??Ö?¯Ö?çÖ??Ö?çÖ??Ö??Ö??Ö?®Ö??Ö??!: sudi thantha sudar kodiye! (Tamil Edition),Ö??Ö?®Ö?ÊÖ?çÖ??Ö??Ö??Ö?¶Ö??Ö?? Divyashobana,Romance,Clean & Wholesome,Kindle Edition,450.00,4.3,181,81450,https://www.amazon.in/%E0%AE%9A%E0%AF%82%E0%AE%9F%E0%AE%BF%E0%AE%A4%E0%AF%8D-%E0%AE%A4%E0%AE%A8%E0%AF%8D%E0%AE%A4-%E0%AE%9A%E0%AF%81%E0%AE%9F%E0%AE%B0%E0%AF%8D%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AF%8A%E0%AE%9F%E0%AE%BF%E0%AE%AF%E0%AF%87-thantha-kodiye-ebook/dp/B0CRKZHRRS/ref=zg_bs_g_89265408031_d_sccl_6/000-0000000-0000000?psc=1
B96,Ö??Ö??Ö?ÊÖ??Ö??Ö??Ö?ç Ö??Ö??Ö??Ö?çÖ?? Ö?ÊÖ??Ö?úÖ?çÖ??Ö?ÅÖ??Ö?ç (Tamil Edition),Ö?¶Ö?ÅÖ?˙Ö?çÖ?¶Ö?? Ö??Ö??Ö?®Ö?˝Ö?çÖ??Ö??Ö??Ö?®,Romance,Fantasy,Kindle Edition,269.00,0,0,0,https://www.amazon.in/%E0%AE%9A%E0%AF%87%E0%AE%B5%E0%AF%88%E0%AE%95%E0%AE%B3%E0%AF%8D-%E0%AE%9A%E0%AF%86%E0%AE%AF%E0%AF%8D%E0%AE%AF-%E0%AE%B5%E0%AF%87%E0%AE%A3%E0%AF%8D%E0%AE%9F%E0%AF%81%E0%AE%AE%E0%AF%8D-%E0%AE%AA%E0%AF%81%E0%AE%B7%E0%AF%8D%E0%AE%AA%E0%AE%BE-%E0%AE%AE%E0%AE%AF%E0%AE%BF%E0%AE%B2%E0%AF%8D%E0%AE%9A%E0%AE%BE%E0%AE%AE%E0%AE%BF-ebook/dp/B0CVF22GNT/ref=zg_bs_g_2590358031_d_sccl_12/000-0000000-0000000?psc=1
